datetime,NDVI,label1,label2,label3
2012/1/1,0.1739,0,0,0
2012/1/17,0.2162,0,0,0
2012/2/2,0.5653,0,0,0
2012/2/18,0.2403,0,0,0
2012/3/5,0.217,0,0,0
2012/3/21,0.2762,0,0,0
2012/4/6,0.3396,0,0,0
2012/4/22,0.6043,0,0,0
2012/5/8,0.6206,0,0,0
2012/5/24,0.6423,0,0,0
2012/6/9,0.6908,0,0,0
2012/6/25,0.7231,0,0,0
2012/7/11,0.7485,0,0,0
2012/7/27,0.7652,0,0,0
2012/8/12,0.7455,0,0,0
2012/8/28,0.757,0,0,0
2012/9/13,0.7095,0,0,0
2012/9/29,0.6144,0,0,0
2012/10/15,0.5683,0,0,0
2012/10/31,0.175,0,0,0
2012/11/16,0.1285,0,0,0
2012/12/2,0.0077,0,0,0
2012/12/18,0.0001,0,0,0
2013/1/1,0.338,0,0,0
2013/1/17,0.1165,0,0,0
2013/2/2,0.1792,0,0,0
2013/2/18,0.2099,0,0,0
2013/3/6,0.1648,0,0,0
2013/3/22,0.1761,0,0,0
2013/4/7,0.3205,0,0,0
2013/4/23,0.5949,0,0,0
2013/5/9,0.588,0,0,0
2013/5/25,0.6796,0,0,0
2013/6/10,0.7393,0,0,0
2013/6/26,0.7478,0,0,0
2013/7/12,0.7448,0,0,0
2013/7/28,0.7481,0,0,0
2013/8/13,0.7413,0,0,0
2013/8/29,0.7405,0,0,0
2013/9/14,0.6812,0,0,0
2013/9/30,0.5578,0,0,0
2013/10/16,0.572,0,0,0
2013/11/1,0.6178,0,0,0
2013/11/17,0.2499,0,0,0
2013/12/3,0.153,0,0,0
2013/12/19,0.161,0,0,0
2014/1/1,0.0265,0,0,0
2014/1/17,0.2945,0,0,0
2014/2/2,0.2315,0,0,0
2014/2/18,0.1809,0,0,0
2014/3/6,0.1526,0,0,0
2014/3/22,0.219,0,0,0
2014/4/7,0.5293,0,0,0
2014/4/23,0.6131,0,0,0
2014/5/9,0.6098,0,0,0
2014/5/25,0.6578,0,0,0
2014/6/10,0.657,0,0,0
2014/6/26,0.7384,0,0,0
2014/7/12,0.7233,0,0,0
2014/7/28,0.7566,0,0,0
2014/8/13,0.7666,0,0,0
2014/8/29,0.7391,0,0,0
2014/9/14,0.6765,0,0,0
2014/9/30,0.535,0,0,0
2014/10/16,0.6933,0,0,0
2014/11/1,0.7434,0,0,0
2014/11/17,0.1924,0,0,0
2014/12/3,0.4676,0,0,0
2014/12/19,0.0879,0,0,0
2015/1/1,0.194,0,0,0
2015/1/17,0.3732,0,0,0
2015/2/2,0.2936,0,0,0
2015/2/18,0.191,0,0,0
2015/3/6,0.2527,0,0,0
2015/3/22,0.4098,0,0,0
2015/4/7,0.4831,0,0,0
2015/4/23,0.6045,0,0,0
2015/5/9,0.6263,0,0,0
2015/5/25,0.6584,0,0,0
2015/6/10,0.7076,0,0,0
2015/6/26,0.7217,0,0,0
2015/7/12,0.736,0,0,0
2015/7/28,0.7332,0,0,0
2015/8/13,0.6837,0,0,0
2015/8/29,0.746,0,0,0
2015/9/14,0.6718,0,0,0
2015/9/30,0.6225,0,0,0
2015/10/16,0.6719,0,0,0
2015/11/1,0.7009,0,0,0
2015/11/17,0.245,0,0,0
2015/12/3,0.3496,0,0,0
2015/12/19,0.2677,0,0,0
2016/1/1,0.4732,0,0,0
2016/1/17,0.1965,0,0,0
2016/2/2,0.7973,0,0,1
2016/2/18,0.5,0,0,0
2016/3/5,0.3033,0,0,0
2016/3/21,0.449,0,0,0
2016/4/6,0.5633,0,0,0
2016/4/22,0.6025,0,0,0
2016/5/8,0.2258,1,0,0
2016/5/24,0.2616,0,0,0
2016/6/9,0.372,0,0,0
2016/6/25,0.4735,0,0,0
2016/7/11,0.581,0,0,0
2016/7/27,0.5715,0,0,0
2016/8/12,0.5793,0,0,0
2016/8/28,0.596,0,0,0
2016/9/13,0.563,0,0,0
2016/9/29,0.486,0,0,0
2016/10/15,0.0079,0,0,1
2016/10/31,0.5266,0,0,0
2016/11/16,0.2762,0,0,0
2016/12/2,-0.0231,0,1,0
2016/12/18,-0.0177,0,0,1
2017/1/1,-0.0175,0,0,1
2017/1/17,-0.0304,0,0,1
2017/2/2,-0.0373,0,1,1
2017/2/18,0.006,0,0,0
2017/3/6,0.0179,0,0,0
2017/3/22,0.4375,0,0,0
2017/4/7,0.3919,0,0,0
2017/4/23,0.3555,0,0,0
2017/5/9,0.426,0,0,0
2017/5/25,0.5207,0,0,0
2017/6/10,0.5909,0,0,0
2017/6/26,0.6545,0,0,0
2017/7/12,0.5472,0,0,0
2017/7/28,0.6752,0,0,0
2017/8/13,0.652,0,0,0
2017/8/29,0.6468,0,0,0
2017/9/14,0.4937,0,0,0
2017/9/30,0.5008,0,0,0
2017/10/16,0.4964,0,0,0
2017/11/1,0.0653,0,0,0
2017/11/17,0.0336,0,0,0
2017/12/3,-0.0494,0,0,0
2017/12/19,-0.037,0,0,0
