datetime,NDVI,label1,label2,label3
2014-01-01,0.7089000000000001,0.0,0.0,0.0
2014-01-17,0.7447,0.0,0.0,0.0
2014-02-02,0.7180000000000001,0.0,0.0,0.0
2014-02-18,0.6517000000000001,0.0,0.0,0.0
2014-03-06,0.6856,0.0,0.0,0.0
2014-03-22,0.6716000000000001,0.0,0.0,0.0
2014-04-07,0.7611,0.0,0.0,0.0
2014-04-23,0.6969000000000001,0.0,0.0,0.0
2014-05-09,0.7669,0.0,0.0,0.0
2014-05-25,0.7180000000000001,0.0,0.0,0.0
2014-06-10,0.7112,0.0,0.0,0.0
2014-06-26,0.8266,0.0,0.0,0.0
2014-07-12,0.6961,0.0,0.0,0.0
2014-07-28,0.6883,0.0,0.0,0.0
2014-08-13,0.6328,0.0,0.0,0.0
2014-08-29,0.6935,0.0,0.0,0.0
2014-09-14,0.6378,0.0,0.0,0.0
2014-09-30,0.6543,0.0,0.0,0.0
2014-10-16,0.6806,0.0,0.0,0.0
2014-11-01,0.6501,0.0,0.0,0.0
2014-11-17,0.6233000000000001,0.0,0.0,0.0
2014-12-03,0.6288,0.0,0.0,0.0
2014-12-19,0.6468,0.0,0.0,0.0
2015-01-01,0.6264000000000001,0.0,0.0,0.0
2015-01-17,0.6242,0.0,0.0,0.0
2015-02-02,0.6127,0.0,0.0,0.0
2015-02-18,0.6041000000000001,0.0,0.0,0.0
2015-03-06,0.6245,0.0,0.0,0.0
2015-03-22,0.6554,0.0,0.0,0.0
2015-04-07,0.6501,0.0,0.0,0.0
2015-04-23,0.7010000000000001,0.0,0.0,0.0
2015-05-09,0.7708,0.0,0.0,0.0
2015-05-25,0.7688,0.0,0.0,0.0
2015-06-10,0.7614000000000001,0.0,0.0,0.0
2015-06-26,0.7293000000000001,0.0,0.0,0.0
2015-07-12,0.7685000000000001,0.0,0.0,0.0
2015-07-28,0.7352000000000001,0.0,0.0,0.0
2015-08-13,0.6878000000000001,0.0,0.0,0.0
2015-08-29,0.676,0.0,0.0,0.0
2015-09-14,0.6883,0.0,0.0,0.0
2015-09-30,0.6583,0.0,0.0,0.0
2015-10-16,0.6975,0.0,0.0,0.0
2015-11-01,0.6889000000000001,0.0,0.0,0.0
2015-11-17,0.7024,0.0,0.0,0.0
2015-12-03,0.7062,0.0,0.0,0.0
2015-12-19,0.7263000000000001,0.0,0.0,0.0
2016-01-01,0.7145,0.0,0.0,0.0
2016-01-17,0.7041000000000001,0.0,0.0,0.0
2016-02-02,0.7006,0.0,0.0,0.0
2016-02-18,0.7005,0.0,0.0,0.0
2016-03-05,0.7201000000000001,0.0,0.0,0.0
2016-03-21,0.6975,0.0,0.0,0.0
2016-04-06,0.7429,0.0,0.0,0.0
2016-04-22,0.7853,0.0,0.0,0.0
2016-05-08,0.7974,0.0,0.0,0.0
2016-05-24,0.8942,0.0,0.0,0.0
2016-06-09,0.8351000000000001,0.0,0.0,0.0
2016-06-25,0.7727,0.0,0.0,0.0
2016-07-11,0.8008000000000001,0.0,0.0,0.0
2016-07-27,0.8369000000000001,0.0,0.0,0.0
2016-08-12,0.7057,0.0,0.0,0.0
2016-08-28,0.7060000000000001,0.0,0.0,0.0
2016-09-13,0.7180000000000001,0.0,0.0,0.0
2016-09-29,0.7332000000000001,0.0,0.0,0.0
2016-10-15,0.7256,0.0,0.0,0.0
2016-10-31,0.7399,0.0,0.0,0.0
2016-11-16,0.7764000000000001,0.0,0.0,0.0
2016-12-02,0.7728,0.0,0.0,0.0
2016-12-18,0.7694000000000001,0.0,0.0,0.0
2017-01-01,0.7542,0.0,0.0,0.0
2017-01-17,0.77,1.0,0.0,0.0
2017-02-02,0.467,0.0,0.0,0.0
2017-02-18,0.4169,0.0,0.0,0.0
2017-03-06,0.4406,0.0,0.0,0.0
2017-03-22,0.4342,0.0,0.0,0.0
2017-04-07,0.5003000000000001,0.0,0.0,0.0
2017-04-23,0.5011,0.0,0.0,0.0
