datetime,NDVI,label1,label2,label3
2001/1/1,0.5765,0,0.0,0.0
2001/1/17,0.6168,0,0.0,0.0
2001/2/2,0.6433,0,0.0,0.0
2001/2/18,0.5875,0,0.0,0.0
2001/3/6,0.6306,0,0.0,0.0
2001/3/22,0.586,0,0.0,0.0
2001/4/7,0.5795,0,0.0,0.0
2001/4/23,0.5459,0,0.0,0.0
2001/5/9,0.6009,0,0.0,0.0
2001/5/25,0.5566,0,0.0,0.0
2001/6/10,0.5064,0,0.0,0.0
2001/6/26,0.5362,0,0.0,0.0
2001/7/12,0.4583,0,0.0,0.0
2001/7/28,0.4157,0,0.0,0.0
2001/8/13,0.5113,0,0.0,0.0
2001/8/29,0.4309,0,0.0,0.0
2001/9/14,0.4828,0,0.0,0.0
2001/9/30,0.564,0,0.0,0.0
2001/10/16,0.6107,0,0.0,0.0
2001/11/1,0.6327,0,0.0,0.0
2001/11/17,0.6379,0,0.0,0.0
2001/12/3,0.6538,0,0.0,0.0
2001/12/19,0.6501,0,0.0,0.0
2002/1/1,0.5948,0,0.0,0.0
2002/1/17,0.6441,0,0.0,0.0
2002/2/2,0.6286,0,0.0,0.0
2002/2/18,0.6034,0,0.0,0.0
2002/3/6,0.6011,0,0.0,0.0
2002/3/22,0.5763,0,0.0,0.0
2002/4/7,0.5771,0,0.0,0.0
2002/4/23,0.5834,0,0.0,0.0
2002/5/9,0.6119,0,0.0,0.0
2002/5/25,0.4965,0,0.0,0.0
2002/6/10,0.4576,0,0.0,0.0
2002/6/26,0.4229,0,0.0,0.0
2002/7/12,0.4231,0,0.0,0.0
2002/7/28,0.422,0,0.0,0.0
2002/8/13,0.4553,0,0.0,0.0
2002/8/29,0.4434,0,0.0,0.0
2002/9/14,0.5027,0,0.0,0.0
2002/9/30,0.4551,0,0.0,0.0
2002/10/16,0.5899,0,0.0,0.0
2002/11/1,0.6031,0,0.0,0.0
2002/11/17,0.5925,0,0.0,0.0
2002/12/3,0.6029,0,0.0,0.0
2002/12/19,0.5705,0,0.0,0.0
2003/1/1,0.628,0,0.0,0.0
2003/1/17,0.6072,0,0.0,0.0
2003/2/2,0.5798,0,0.0,0.0
2003/2/18,0.4949,0,0.0,0.0
