datetime,NDVI,label1,label2,label3
2007/1/1,0.6199,0,0,0
2007/1/17,0.6475,0,0,0
2007/2/2,0.5993,0,0,0
2007/2/18,0.6361,0,0,0
2007/3/6,0.6127,0,0,0
2007/3/22,0.629,0,0,0
2007/4/7,0.6396,0,0,0
2007/4/23,0.6325,0,0,0
2007/5/9,0.6765,0,0,0
2007/5/25,0.7031,0,0,0
2007/6/10,0.6398,0,0,0
2007/6/26,0.6422,0,0,0
2007/7/12,0.6117,0,0,0
2007/7/28,0.5566,0,0,0
2007/8/13,0.5501,0,0,0
2007/8/29,0.5502,0,0,0
2007/9/14,0.5597,0,0,0
2007/9/30,0.5892,0,0,0
2007/10/16,0.5782,0,0,0
2007/11/1,0.5688,0,0,0
2007/11/17,0.5977,0,0,0
2007/12/3,0.5654,0,0,0
2007/12/19,0.5776,0,0,0
2008/1/1,0.5622,0,0,0
2008/1/17,0.5617,0,0,0
2008/2/2,0.5614,0,0,0
2008/2/18,0.5825,0,0,0
2008/3/5,0.5467,0,0,0
2008/3/21,0.5517,0,0,0
2008/4/6,0.5429,0,0,0
2008/4/22,0.5949,0,0,0
2008/5/8,0.7277,0,0,0
2008/5/24,0.6751,0,0,0
2008/6/9,0.6755,0,0,0
2008/6/25,0.6385,0,0,0
2008/7/11,0.6057,0,0,0
2008/7/27,0.5601,0,0,0
2008/8/12,0.5441,0,0,0
2008/8/28,0.5927,0,0,0
2008/9/13,0.572,0,0,0
2008/9/29,0.5455,0,0,0
2008/10/15,0.6446,0,0,0
2008/10/31,0.6279,0,0,0
2008/11/16,0.6008,0,0,0
2008/12/2,0.6513,0,0,0
2008/12/18,0.6232,0,0,0
2009/1/1,0.6183,0,0,0
2009/1/17,0.6228,0,0,0
2009/2/2,0.5899,0,0,0
2009/2/18,0.5799,0,0,0
2009/3/6,0.5766,0,0,0
2009/3/22,0.5729,0,0,0
2009/4/7,0.56,0,0,0
2009/4/23,0.5489,0,0,0
2009/5/9,0.6752,0,0,0
2009/5/25,0.6073,0,0,0
2009/6/10,0.625,0,0,0
2009/6/26,0.6388,0,0,0
2009/7/12,0.5883,0,0,0
2009/7/28,0.59,0,0,0
2009/8/13,0.5197,0,1,0
2009/8/29,0.37,0,0,0
2009/9/14,0.4225,0,0,0
2009/9/30,0.4524,0,0,0
2009/10/16,0.4513,0,0,0
2009/11/1,0.0632,0,1,1
2009/11/17,0.6041,0,0,0
2009/12/3,0.5713,0,0,0
2009/12/19,0.5553,0,0,0
2010/1/1,0.5938,0,0,0
2010/1/17,0.5554,0,0,0
2010/2/2,0.5815,0,0,0
2010/2/18,0.561,0,0,0
2010/3/6,0.5268,0,0,0
2010/3/22,0.6069,0,0,0
2010/4/7,0.5646,0,0,0
2010/4/23,0.6357,0,0,0
2010/5/9,0.7053,0,0,0
2010/5/25,0.6702,0,0,0
2010/6/10,0.6409,0,0,0
2010/6/26,0.6187,0,0,0
2010/7/12,0.5556,0,0,0
2010/7/28,0.5118,0,0,0
2010/8/13,0.4585,0,0,0
2010/8/29,0.4724,0,0,0
2010/9/14,0.5021,0,0,0
2010/9/30,0.494,0,0,0
2010/10/16,0.5213,0,0,0
2010/11/1,0.5691,0,0,0
2010/11/17,0.6162,0,0,0
2010/12/3,0.6383,0,0,0
2010/12/19,0.5804,0,0,0
2011/1/1,0.6484,0,0,0
2011/1/17,0.6013,0,0,0
2011/2/2,0.5803,0,0,0
2011/2/18,0.595,0,0,0
2011/3/6,0.5867,0,0,0
2011/3/22,0.6303,0,0,0
2011/4/7,0.6116,0,0,0
2011/4/23,0.7019,0,0,0
2011/5/9,0.679,0,0,0
2011/5/25,0.6713,0,0,0
2011/6/10,0.6532,0,0,0
2011/6/26,0.6009,0,0,0
2011/7/12,0.5498,0,0,0
2011/7/28,0.4099,0,0,0
2011/8/13,0.3139,1,0,0
2011/8/29,0.3064,0,0,0
2011/9/14,0.2935,0,0,0
2011/9/30,0.3832,0,0,0
2011/10/16,0.4226,0,0,0
2011/11/1,0.4595,0,0,0
2011/11/17,0.5003,0,0,0
2011/12/3,0.5065,0,0,0
2011/12/19,0.4883,0,0,0
2012/1/1,0.4914,0,0,0
2012/1/17,0.4658,0,0,0
2012/2/2,0.45,0,0,0
2012/2/18,0.4155,0,0,0
2012/3/5,0.397,0,0,0
2012/3/21,0.4032,0,0,0
2012/4/6,0.4211,0,0,0
2012/4/22,0.5567,0,0,0
2012/5/8,0.5863,0,0,0
2012/5/24,0.5782,0,0,0
2012/6/9,0.5979,0,0,0
2012/6/25,0.5498,0,0,0
2012/7/11,0.5022,0,0,0
2012/7/27,0.4205,0,0,0
2012/8/12,0.4281,0,0,0
2012/8/28,0.4354,0,0,0
2012/9/13,0.4237,0,0,0
2012/9/29,0.4745,0,0,0
2012/10/15,0.5047,0,0,0
2012/10/31,0.5497,0,0,0
2012/11/16,0.6081,0,0,0
2012/12/2,0.5934,0,0,0
2012/12/18,0.6451,0,0,0
