datetime,NDVI,label1,label2,label3
2001/1/1,0.7527,0,0,0
2001/1/17,0.6514,0,0,0
2001/2/2,0.7418,0,0,0
2001/2/18,0.7424,0,0,0
2001/3/6,0.7609,0,0,0
2001/3/22,0.6899,0,0,0
2001/4/7,0.7062,0,0,0
2001/4/23,0.733,0,0,0
2001/5/9,0.7248,0,0,0
2001/5/25,0.7478,0,0,0
2001/6/10,0.7648,0,0,0
2001/6/26,0.7981,0,0,0
2001/7/12,0.8216,0,0,0
2001/7/28,0.7889,0,0,0
2001/8/13,0.7859,0,0,0
2001/8/29,0.8297,0,0,0
2001/9/14,0.7878,0,0,0
2001/9/30,0.7948,0,0,0
2001/10/16,0.7834,0,0,0
2001/11/1,0.7616,0,0,0
2001/11/17,0.7609,0,0,0
2001/12/3,0.7528,0,0,0
2001/12/19,0.7748,0,0,0
2002/1/1,0.7263,0,0,0
2002/1/17,0.7697,0,0,0
2002/2/2,0.7662,0,0,0
2002/2/18,0.7571,0,0,0
2002/3/6,0.7685,0,0,0
2002/3/22,0.7552,0,0,0
2002/4/7,0.7514,0,0,0
2002/4/23,0.7215,0,0,0
2002/5/9,0.427,1,0,0
2002/5/25,0.4004,0,0,0
2002/6/10,0.5066,0,0,0
2002/6/26,0.5767,0,0,0
2002/7/12,0.6717,0,0,0
2002/7/28,0.6713,0,0,0
2002/8/13,0.6808,0,0,0
2002/8/29,0.6795,0,0,0
2002/9/14,0.7614,0,0,0
2002/9/30,0.5831,0,0,1
2002/10/16,0.7262,0,0,0
2002/11/1,0.6907,0,0,0
2002/11/17,0.6973,0,0,0
2002/12/3,0.6883,0,0,0
2002/12/19,0.6832,0,0,0
2003/1/1,0.6393,0,0,0
2003/1/17,0.6706,0,0,0
2003/2/2,0.675,0,0,0
2003/2/18,0.6507,0,0,0
2003/3/6,0.6538,0,0,0
2003/3/22,0.7009,0,0,0
2003/4/7,0.6951,0,0,0
2003/4/23,0.687,0,0,0
2003/5/9,0.7226,0,0,0
2003/5/25,0.7495,0,0,0
2003/6/10,0.7877,0,0,0
2003/6/26,0.7347,0,0,0
2003/7/12,0.807,0,0,0
2003/7/28,0.6822,0,0,0
2003/8/13,0.7696,0,0,0
2003/8/29,0.7498,0,0,0
2003/9/14,0.7125,0,0,0
2003/9/30,0.7752,0,0,0
2003/10/16,0.7694,0,0,0
2003/11/1,0.7502,0,0,0
2003/11/17,0.7385,0,0,0
2003/12/3,0.7135,0,0,0
2003/12/19,0.7039,0,0,0
2004/1/1,0.7169,0,0,0
2004/1/17,0.7106,0,0,0
2004/2/2,0.7037,0,0,0
2004/2/18,0.7204,0,0,0
2004/3/5,0.6989,0,0,0
2004/3/21,0.7076,0,0,0
2004/4/6,0.665,0,0,0
2004/4/22,0.7401,0,0,0
2004/5/8,0.7367,0,0,0
2004/5/24,0.6927,0,0,0
2004/6/9,0.7027,0,0,0
2004/6/25,0.6926,0,0,0
2004/7/11,0.7556,0,0,0
2004/7/27,0.7713,0,0,0
2004/8/12,0.7348,0,0,0
2004/8/28,0.6881,0,0,0
2004/9/13,0.7299,0,0,0
2004/9/29,0.7698,0,0,0
2004/10/15,0.7571,0,0,0
2004/10/31,0.7105,0,0,0
2004/11/16,0.7298,0,0,0
2004/12/2,0.7365,0,0,0
2004/12/18,0.7122,0,0,0
2005/1/1,0.667,0,0,0
2005/1/17,0.6903,0,0,0
2005/2/2,0.6753,0,0,0
2005/2/18,0.6555,0,0,0
2005/3/6,0.6784,0,0,0
2005/3/22,0.6794,0,0,0
2005/4/7,0.7185,0,0,0
2005/4/23,0.6876,0,0,0
2005/5/9,0.6967,0,0,0
2005/5/25,0.7301,0,0,0
2005/6/10,0.721,0,0,0
2005/6/26,0.6643,0,0,0
2005/7/12,0.7348,0,0,0
2005/7/28,0.7386,0,0,0
2005/8/13,0.7334,0,0,0
2005/8/29,0.7337,0,0,0
2005/9/14,0.7364,0,0,0
2005/9/30,0.7526,0,0,0
2005/10/16,0.7157,0,0,0
2005/11/1,0.7175,0,0,0
2005/11/17,0.7063,0,0,0
2005/12/3,0.7379,0,0,0
2005/12/19,0.7049,0,0,0
2006/1/1,0.6867,0,0,0
2006/1/17,0.6658,0,0,0
2006/2/2,0.6561,0,0,0
2006/2/18,0.6689,0,0,0
2006/3/6,0.6718,0,0,0
2006/3/22,0.6554,0,0,0
2006/4/7,0.6724,0,0,0
2006/4/23,0.7312,0,0,0
2006/5/9,0.7311,0,0,0
2006/5/25,0.7591,0,0,0
2006/6/10,0.7849,0,0,0
2006/6/26,0.7158,0,0,0
2006/7/12,0.7784,0,0,0
2006/7/28,0.7321,0,0,0
2006/8/13,0.7235,0,0,0
2006/8/29,0.7422,0,0,0
2006/9/14,0.7141,0,0,0
2006/9/30,0.678,0,0,0
2006/10/16,0.6947,0,0,0
2006/11/1,0.6557,0,0,0
2006/11/17,0.6784,0,0,0
2006/12/3,0.6522,0,0,0
2006/12/19,0.668,0,0,0
