datetime,NDVI,label1,label2,label3
2014-01-01,0.5724,0.0,0.0,0.0
2014-01-17,0.5063,0.0,0.0,0.0
2014-02-02,0.5048,0.0,0.0,0.0
2014-02-18,0.4873,0.0,0.0,0.0
2014-03-06,0.4965,0.0,0.0,0.0
2014-03-22,0.5476,0.0,0.0,0.0
2014-04-07,0.6366,0.0,0.0,0.0
2014-04-23,0.6429,0.0,0.0,0.0
2014-05-09,0.607,0.0,0.0,0.0
2014-05-25,0.5643,0.0,0.0,0.0
2014-06-10,0.5662,0.0,0.0,0.0
2014-06-26,0.5115000000000001,0.0,0.0,0.0
2014-07-12,0.4851,0.0,0.0,0.0
2014-07-28,0.5481,0.0,0.0,0.0
2014-08-13,0.5236000000000001,0.0,0.0,0.0
2014-08-29,0.5195000000000001,0.0,0.0,0.0
2014-09-14,0.521,0.0,0.0,0.0
2014-09-30,0.5034000000000001,0.0,0.0,0.0
2014-10-16,0.4896,0.0,0.0,0.0
2014-11-01,0.5198,0.0,0.0,0.0
2014-11-17,0.5257000000000001,0.0,0.0,0.0
2014-12-03,0.5797,0.0,0.0,0.0
2014-12-19,0.6612,0.0,0.0,0.0
2015-01-01,0.5897,0.0,0.0,0.0
2015-01-17,0.604,0.0,0.0,0.0
2015-02-02,0.6317,0.0,0.0,0.0
2015-02-18,0.6401,0.0,0.0,0.0
2015-03-06,0.6206,0.0,0.0,0.0
2015-03-22,0.6032000000000001,0.0,0.0,0.0
2015-04-07,0.6062000000000001,0.0,0.0,0.0
2015-04-23,0.5982000000000001,0.0,0.0,0.0
2015-05-09,0.6707000000000001,0.0,0.0,0.0
2015-05-25,0.6122000000000001,0.0,0.0,0.0
2015-06-10,0.5378000000000001,0.0,0.0,0.0
2015-06-26,0.5148,0.0,0.0,0.0
2015-07-12,0.4964,0.0,0.0,0.0
2015-07-28,0.5576,0.0,0.0,0.0
2015-08-13,0.521,0.0,0.0,0.0
2015-08-29,0.479,0.0,0.0,0.0
2015-09-14,0.5236000000000001,0.0,0.0,0.0
