datetime,NDVI,label1,label2,label3
2001/1/1,0.6965,0,0,0
2001/1/17,0.6743,0,0,0
2001/2/2,0.7211,0,0,0
2001/2/18,0.7275,0,0,0
2001/3/6,0.7351,0,0,0
2001/3/22,0.7784,0,0,0
2001/4/7,0.7284,0,0,0
2001/4/23,0.739,0,0,0
2001/5/9,0.7505,0,0,0
2001/5/25,0.7656,0,0,0
2001/6/10,0.8051,0,0,0
2001/6/26,0.768,0,0,0
2001/7/12,0.7602,0,0,0
2001/7/28,0.7354,0,0,0
2001/8/13,0.6923,0,0,0
2001/8/29,0.716,0,0,0
2001/9/14,0.6836,0,0,0
2001/9/30,0.684,0,0,0
2001/10/16,0.6828,0,0,0
2001/11/1,0.683,0,0,0
2001/11/17,0.7531,0,0,0
2001/12/3,0.6753,0,0,0
2001/12/19,0.6875,0,0,0
2002/1/1,0.6989,0,0,0
2002/1/17,0.7179,0,0,0
2002/2/2,0.6826,0,0,0
2002/2/18,0.6986,0,0,0
2002/3/6,0.6935,0,0,0
2002/3/22,0.7595,0,0,0
2002/4/7,0.6795,0,0,0
2002/4/23,0.7155,0,0,0
2002/5/9,0.7309,0,0,0
2002/5/25,0.7167,0,0,0
2002/6/10,0.7551,0,0,0
2002/6/26,0.681,0,0,0
2002/7/12,0.6916,0,0,0
2002/7/28,0.7015,0,0,0
2002/8/13,0.6618,0,0,0
2002/8/29,0.671,0,0,0
2002/9/14,0.662,0,0,0
2002/9/30,0.6834,0,0,0
2002/10/16,0.6276,0,0,0
2002/11/1,0.6269,0,0,0
2002/11/17,0.6458,0,0,0
2002/12/3,0.6707,0,0,0
2002/12/19,0.6938,0,0,0
2003/1/1,0.7545,0,0,0
2003/1/17,0.6967,1,0,0
2003/2/2,0.5444,0,0,0
2003/2/18,0.4452,0,0,0
2003/3/6,0.4251,0,0,0
2003/3/22,0.4966,0,0,0
2003/4/7,0.4605,0,0,0
2003/4/23,0.4866,0,0,0
2003/5/9,0.5158,0,0,0
2003/5/25,0.5274,0,0,0
2003/6/10,0.5615,0,0,0
2003/6/26,0.5316,0,0,0
2003/7/12,0.5312,0,0,0
2003/7/28,0.5268,0,0,0
2003/8/13,0.5004,0,0,0
2003/8/29,0.5303,0,0,0
2003/9/14,0.5408,0,0,0
2003/9/30,0.4692,0,0,0
2003/10/16,0.5174,0,0,0
2003/11/1,0.5291,0,1,0
2003/11/17,0.5649,0,0,0
2003/12/3,0.6357,0,0,0
2003/12/19,0.6837,0,0,0
2004/1/1,0.7069,0,0,0
2004/1/17,0.6752,0,0,0
2004/2/2,0.6665,0,0,0
2004/2/18,0.6674,0,0,0
2004/3/5,0.6639,0,0,0
2004/3/21,0.6694,0,0,0
2004/4/6,0.6648,0,0,0
2004/4/22,0.6995,0,0,0
2004/5/8,0.7047,0,0,0
2004/5/24,0.7272,0,0,0
2004/6/9,0.5872,0,0,1
2004/6/25,0.7316,0,0,0
2004/7/11,0.7189,0,0,0
2004/7/27,0.7034,0,0,0
2004/8/12,0.6995,0,0,0
2004/8/28,0.7081,0,0,0
2004/9/13,0.7022,0,0,0
2004/9/29,0.6941,0,0,0
2004/10/15,0.7058,0,0,0
2004/10/31,0.7047,0,0,0
2004/11/16,0.7156,0,0,0
2004/12/2,0.6935,0,0,0
2004/12/18,0.7042,0,0,0
2005/1/1,0.7366,0,0,0
2005/1/17,0.6796,0,0,0
2005/2/2,0.6791,0,0,0
2005/2/18,0.6841,0,0,0
2005/3/6,0.6936,0,0,0
2005/3/22,0.692,0,0,0
2005/4/7,0.708,0,0,0
2005/4/23,0.7017,0,0,0
2005/5/9,0.7099,0,0,0
2005/5/25,0.7085,0,0,0
2005/6/10,0.7049,0,0,0
2005/6/26,0.7224,0,0,0
2005/7/12,0.7215,0,0,0
2005/7/28,0.7051,0,0,0
2005/8/13,0.7284,0,0,0
2005/8/29,0.6819,0,0,0
2005/9/14,0.6818,0,0,0
2005/9/30,0.6487,0,0,0
2005/10/16,0.7062,0,0,0
2005/11/1,0.6635,0,0,0
2005/11/17,0.7405,0,0,0
2005/12/3,0.6978,0,0,0
2005/12/19,0.725,0,0,0
2006/1/1,0.7128,0,0,0
2006/1/17,0.734,0,0,0
2006/2/2,0.7133,0,0,0
2006/2/18,0.678,0,0,0
2006/3/6,0.673,0,0,0
2006/3/22,0.6915,0,0,0
2006/4/7,0.74,0,0,0
2006/4/23,0.7134,0,0,0
2006/5/9,0.7086,0,0,0
2006/5/25,0.7437,0,0,0
2006/6/10,0.7445,0,0,0
2006/6/26,0.7198,0,0,0
2006/7/12,0.7194,0,0,0
2006/7/28,0.7355,0,0,0
2006/8/13,0.6935,0,0,0
2006/8/29,0.6749,0,0,0
2006/9/14,0.6461,0,0,0
2006/9/30,0.6468,0,0,0
2006/10/16,0.6392,0,0,0
2006/11/1,0.6274,0,0,0
2006/11/17,0.5861,0,0,0
2006/12/3,0.6099,0,0,0
2006/12/19,0.6646,0,0,0
